
-29,-33
13,-38
-5,-31
-8,-8
-2,-19
-12,-6
35,1
-13,45
-29,-13
17,-24
-27,-42
23,-37
-17,19
-27,-15
-18,29
-28,3
46,-13
-33,44
-41,9
-14,7
40,24
4,25
28,-7
-27,1
-18,40
27,5
0,0
18,33
21,-7
-32,-47
-27,43
6,21
32,24
15,-7
35,-49
3,26
-22,9
-47,8
-48,28
-41,36
-30,-12
-8,20
-10,12
-44,-39
-44,26
-35,31
-29,-27
2,-46
47,-32
49,-15
21,2
-39,1
-39,16
-41,-37
47,20
2,-33
-42,44
-10,-2
-42,48
-38,16
24,-23
-3,-2
0,-50
-46,-50
20,-47
-15,-9
6,48
43,17
-34,4
-17,-37
-25,35
33,-17
-19,-27
-16,-11
-29,-4
-44,-3
-25,3
45,-23
-45,49
-23,25
-47,-36
19,-39
14,12
28,-17
-34,13
-4,43
-2,31
29,29
-46,-37
21,27
-39,-21
27,-14
32,-26
13,-10
26,-7
-35,-19
-41,34
-8,24
48,22
-43,-35
-14,-45
10,34
37,-11
-34,-7
2,-11
23,13
18,-48
49,0
-24,-35
40,4
8,8
35,17
-8,-23
43,43
-50,-50
-42,-14
8,-30
22,47
10,-10
42,-38
29,15
-22,-3
-31,29
0,-4
44,42
-50,-46
-48,-12
22,47
15,15
40,-33
-32,0
-45,-22
20,-20
-25,-20
20,-33
45,-48
-15,-27
-1,4
-48,1
2,-1
46,-45
3,48
-7,27
-3,10
45,-13
-20,15
37,-15
43,8
15,20
-10,-14
-11,-15
40,-24
-40,41
31,15
-7,35
-36,41
-8,-31
-9,35
-1,39
48,46
-24,-22
11,16
-35,-44
26,31
-22,-34
19,17
-46,9
44,-36
0,-23
29,-5
14,-5
-14,-43
-33,28
-6,16
-31,-8
12,-5
-28,25
13,-12
31,-11
-31,-41
6,-10
-22,-38
49,24
-24,-1
3,-44
-3,-32
-47,33
27,-30
-37,-29
36,-18
14,-50
-20,-12
25,-5
26,6
35,-3
-33,43
37,48
-45,36
-26,33
38,28
39,-15
-2,-5
20,-25
15,-14
-4,-46
-30,12
-46,-48
-49,-18
-2,-21
38,-17
27,8
28,-34
-42,33
-47,-18
16,-7
-40,-42
-20,-40
3,2
-15,20
38,-16
-24,-41
46,-19
-39,-1
13,-39
29,-47
-6,-42
-37,-28
-26,-29
7,29
-44,26
24,18
-14,6
29,-9
-41,16
-39,-1
-50,-12
-40,47
-29,24
48,-14
35,-21
41,32
-13,-45
-46,-36
28,-36
-5,34
-8,-30
-45,28
26,34
-31,-13
0,32
37,1
22,47
-50,-5
-27,0
31,-41
30,-25
41,19
-20,-3
-15,10
-37,31
47,5
-49,-48
-17,-21
36,-46
17,38
37,-44
41,-39
5,41
7,29
44,40
38,24
-35,-19
45,47
28,-19
8,42
-38,5
-3,15
-41,-17
44,45
-13,-37
-15,26
-31,-23
-10,25
20,47
4,14
37,44
40,5
-25,36
2,-47
19,-40
-3,31
-33,-3
-4,-24
30,42
23,19
-44,-41
48,-25
38,-12
-50,8
-15,-44
-27,24
-50,15
-21,-25
1,32
31,-30
-6,-22
3,-36
25,49
-10,-43
42,16
27,48
-23,-23
25,-35
15,-22
23,2
-16,-2
28,-15
-36,-42
-38,-33
-8,-5
40,36
24,-7
2,-49
45,43
11,-11
-39,40
39,-12
-33,14
3,32
42,28
36,-23
-23,14
-36,43
22,28
-40,16
26,-50
-45,-48
-6,7
-47,-11
-48,14
-20,-37
4,-31
-47,-27
33,6
-45,-22
-15,-7
-43,-36
-42,23
-43,-18
1,-33
49,-23
20,6
-21,-36
-37,35
-45,18
-49,-15
31,-42
-44,35
-19,39
43,39
19,30
-18,26
44,-10
-1,-49
-25,3
21,26
30,-9
-18,12
-43,47
49,14
15,-50
49,49
-42,-45
-14,42
-4,-21
31,-34
12,15
-6,6
8,44
-40,33
-3,-17
9,29
-24,41
43,-17
-10,42
47,-44
43,-2
7,3
-45,43
47,1
24,-20
-31,-14
46,14
-5,4
-40,-43
-13,7
-10,-2
38,16
41,32
1,-19
24,-2
39,-31
46,-4
-25,3
41,-28
6,-32
3,-22
4,-1
42,1
5,4
8,-6
13,0
42,1
18,-15
-17,-31
16,10
17,-42
29,-35
-44,-46
-30,48
29,27
-34,-18
-45,-28
-17,-1
24,38
-47,34
34,16
-15,26
19,-47
-39,5
25,-21
-35,44
-13,44
12,46
1,32
44,-20
9,12
12,-34
-14,-3
15,12
37,-30
49,21
-12,36
-3,-42
-9,-40
13,-34
41,28
-39,31
-26,23
27,25
-43,-27
-45,-31
-13,-31
-15,23
-32,-49
38,-45
23,37
26,-38
23,25
-30,-36
-13,-15
-19,-21
15,44
-40,39
-31,-11
-33,-24
12,24
-5,49
44,31
-26,14
-16,14
20,-43
1,48
21,26
24,-7
41,-39
28,24
42,45
18,-48
35,37
-9,4
15,5
-22,13
-44,24
-6,-19
-11,-20
45,-41
39,49
-43,11
25,-17
6,-32
47,-15
42,39
32,-38
42,-31
1,35
23,-33
43,-48
30,49
-22,26
32,17
8,-20
-22,49
-21,38
-38,6
-29,19
25,-32
-46,17
10,36
30,-46
-44,33
39,-19
-50,32
35,-18
-16,-36
10,-34
-17,20
-4,12
20,-23
0,32
34,-27
1,9
44,-43
28,4
-4,-40
8,-46
44,49
-15,-4
-16,-29
-19,18
37,-7
-14,-30
-36,33
32,34
12,34
-32,-4
10,20
7,-44
27,38
10,25
48,20
29,-6
-29,-35
-7,5
38,-24
25,25
19,-38
45,33
-3,-20
-31,-41
16,-12
-42,-24
-42,-33
-18,-13
-45,-6
-37,6
16,42
-50,38
9,45
45,49
-29,21
24,41
-15,-28
-24,32
-46,-4
-7,20
-14,1
47,46
-29,31
-17,-24
28,48
32,-6
-7,-15
34,4
-20,30
4,-46
-47,30
-3,-12
4,23
22,8
21,-35
-21,-43
-31,28
-47,-10
9,39
-32,39
-11,3
36,32
38,20
39,20
-48,-7
-24,-45
25,23
45,-20
-3,17
38,-32
-15,-33
28,-44
45,31
48,-43
-28,-34
-2,12
19,-16
46,-41
-45,-13
30,-43
-18,-44
15,-42
30,-38
-12,29
30,28
-1,17
-2,-23
23,45
11,-27
-48,-15
-11,1
-1,-41
-13,-4
20,-8
33,0
-48,-34
-41,-31
26,-9
-19,16
22,13
-6,-29
-20,42
-49,5
38,-36
28,-8
-1,20
-5,49
-19,33
47,-49
27,-18
-46,29
-50,-37
0,26
-44,32
-8,28
-5,-11
1,-22
33,2
33,-27
16,-36
-32,18
-14,13
-31,17
48,-34
18,-22
-50,22
9,-49
-13,-40
-21,-7
42,-26
23,39
13,-25
-33,-4
-21,3
-28,-2
17,-10
-34,-47
5,-15
-28,4
-47,40
32,-47
-35,43
6,2
-47,36
-2,-3
-40,-29
-13,-25
48,4
-27,-22
-43,-5
26,-24
35,-6
-21,-9
-19,-47
-3,36
44,31
-9,-41
24,48
-37,28
-14,-37
-25,48
-15,12
-27,35
19,48
15,26
-6,-9
-47,31
-13,34
-28,18
38,-29
-44,-16
-48,-2
-7,27
-4,-42
-43,-16
-28,34
-18,-41
49,-43
44,18
-45,10
-6,-49
3,49
33,-7
34,7
13,-26
29,20
8,-17
-32,3
12,-34
11,19
0,-15
-44,-16
46,7
-9,-7
-25,48
5,-29
2,-42
23,-15
-47,7
-6,17
-17,-27
39,41
-41,-43
-6,21
25,7
43,27
-5,49
-39,-9
6,-46
34,-17
4,-11
-44,-44
-50,29
43,-47
38,-12
-28,-29
-37,-39
14,-28
20,10
44,47
-32,37
24,-35
-12,-13
6,-4
43,43
-19,-50
34,-13
-44,34
19,-50
-10,7
40,-36
29,-47
28,45
-24,-50
6,22
48,-24
-39,-26
-9,-1
-36,-1
-3,-43
-8,-20
-43,29
17,16
-35,38
-32,5
-4,-42
-28,27
-39,-50
22,39
-50,-22
11,0
4,22
25,-3
23,-9
47,22
-2,41
-48,-42
20,-28
24,36
-40,-6
43,6
2,17
35,13
17,-40
-45,-30
-12,16
-28,-5
-11,-1
-6,14
40,-9
-13,-11
35,-11
49,-43
11,-25
-5,-26
19,41
-18,-29
8,-32
-14,-24
-22,-9
48,-32
10,-30
-35,1
20,10
-35,10
3,2
1,-12
42,0
48,-45
-23,-7
-21,46
-16,12
19,43
-18,8
21,10
1,19
-20,-39
-9,-4
12,-39
-44,28
-26,-39
-20,25
-48,24
28,-50
-18,-45
45,11
4,-20
25,-27
25,-43
-17,48
-31,35
-31,0
-2,10
46,-39
-26,4
-9,-2
15,-27
25,17
48,-45
-31,32
13,-35
-7,-33
47,-31
42,-26
28,-24
-28,48
13,-9
-2,-39
3,46
24,-21
0,-35
27,17
-11,-45
37,39
-40,-44
21,23
23,16
-8,20
-13,-15
44,-34
-37,18
-36,26
11,-36
37,-35
-40,12
-6,-38
-21,24
-19,18
-19,-32
-41,-9
27,30
17,0
49,-41
23,-14
46,-31
-46,-41
38,20
35,-1
34,-25
-34,-4
37,-37
8,-34
37,-8
-13,20
10,48
-39,39
29,-20
42,-20
42,15
16,38
34,-27
48,-26
43,33
24,28
10,40
26,-3
-47,37
-34,-8
-21,-45
-38,-9
-47,26
-19,-16
8,25
14,0
-10,33
-11,26
-44,39
-49,49
-26,-23
-21,35
19,-44
34,-25
43,-50
-31,24
7,34
-35,11
10,48
-3,20
23,-38
-29,15
-3,-38
44,-45
-49,-3
-46,-25
24,36
-40,45
42,-3
-30,-13
-3,-10
13,7
-26,28
20,-14
-21,-33
8,-48
31,-19
-30,-22
-7,-36
-17,46
11,40
24,37
-22,34
32,-30
-19,5
-41,-19
-3,22
-10,-27
-48,-40
-39,-19
-23,19
36,-41
-49,-44
39,46
-30,25
43,-17
-33,17
22,-5
-47,4
-33,37
11,28
20,-42
-48,-40
-19,-46
-30,-8
38,49
14,24
10,15
30,0
-37,2
27,-44
35,-4
23,7
41,-21
13,-42
-34,-25
-12,36
35,-10
-2,-33
-6,18
-39,-18
-31,-23
-44,30
-6,-12
32,8
40,9
14,-23
-45,40
-14,-2
-31,2
-42,37
-21,-4
-25,-36
36,23
33,-20
43,-3
-35,-38
24,23
42,-31
-38,24
27,4
35,43
-16,-8
33,20
40,4
-28,48
-9,-47
-6,-32
-32,32
41,-49
15,34
-2,30
47,25
-45,-9
44,-33
18,-27
-26,3
18,8
46,2
30,-12
8,5
-13,2
8,-17
20,26
-34,-36
-20,31
48,-20
-37,-3
-45,-32
-9,1
38,-41
-24,14
12,45
-28,-40
49,4
-1,7
-41,-12
11,18
21,-18
46,-11
-4,28
22,46
-41,35
46,16
6,-13
-32,-6
-4,46
10,10
41,32
-27,40
38,-26
-50,48
12,11
-32,35
43,16
-25,41
-5,47
-10,-44
-15,-14
22,41
23,-8
37,21
41,-3
-19,32
31,-44
23,19
-20,23
-31,42
-16,39
-20,30
6,5
-27,3
-46,13
-39,-11
49,-15
-20,-26
-20,19
45,-29
-34,29
-47,47
35,-22
-31,18
-49,-12
-38,38
30,-8
-30,38
-1,-7
-9,4
9,-46
43,8
-11,26
33,-29
47,28
-8,-36
-41,-4
13,45
-24,32
13,30
23,-23
18,3
20,-10
-9,-31
-15,-16
-25,44
40,21
3,31
-3,38
-47,46
-32,-5
-40,-22
-7,-24
25,20
-42,40
0,-17
-33,20
-12,37
-40,-19
9,-5
-33,34
-10,-43
5,-5
39,4
35,-6
1,-47
39,-37
33,-17
-11,8
5,-50
-2,-45
-17,-32
25,-26
7,-13
-43,-34
-16,-25
3,24
34,-42
21,-25
-35,6
19,-32
10,9
-19,-7
-6,21
4,49
-27,4
6,-42
22,33
-18,-20
22,-10
48,-44
-33,-47
31,-49
14,-46
-23,29
11,46
47,23
-43,30
18,-47
1,24
4,24
-21,-40
33,-49
-5,17
33,-33
-43,-16
-26,26
-13,7
28,-49
11,-45
-18,24
3,-21
49,-37
12,-30
-34,-37
44,21
-10,-27
-17,25
27,29
44,-38
-2,4
48,22
-20,-14
31,-42
39,45
15,-28
19,-31
-47,-29
34,15
-9,2
-19,37
-27,-27
13,-41
48,42
-10,42
6,38
-4,5
-37,27
-7,-4
-13,-18
-9,-47
-44,13
24,12
34,8
-23,27
12,-40
14,36
-17,29
-3,33
21,-11
-22,-22
29,-24
33,-6
5,-24
41,-5
-40,-18
-2,-33
-3,24
-19,-19
34,-40
10,-4
-29,27
34,-44
6,-19
-8,-22
20,-28
-42,-48
-50,41
-4,6
19,-13
-49,-19
-28,-49
-50,19
25,-19
3,9
-8,-37
7,13
-8,-8
-29,49
23,13
29,46
-13,37
48,-12
-20,46
-4,1
-16,49
32,6
-50,33
-25,-23
-36,-20
-12,-42
-6,45
-27,-12
-13,-5
-13,13
10,18
-39,48
-43,11
-14,-13
7,-16
-10,-7
-17,-27
49,-17
8,27
-38,-26
-43,0
-17,-47
47,6
-8,37
3,-19
0,-36
-50,-37
14,9
24,2
47,33
36,-13
-23,-31
-38,28
-46,20
-43,-34
-3,17
-32,30
-28,-35
38,-34
-48,-8
-2,-46
-42,-50
19,-26
9,45
-22,-42
29,-36
48,8
35,-40
38,-9
-17,-2
-41,30
-35,-23
-38,-13
44,-50
-44,-1
44,-44
-45,4
-44,25
28,-33
20,-44
28,-49
22,26
-39,-41
-12,-50
0,-27
-2,-39
5,-35
40,17
-46,35
-30,-40
36,-36
-34,-7
-29,24
-32,49
42,-9
8,-28
-8,-20
48,4
42,38
-44,-8
-38,-44
-44,-31
-29,46
37,-25
-17,9
-14,-31
-25,2
13,-4
-23,-17
-4,21
24,6
43,19
-12,-7
25,-20
33,-17
-25,45
-11,-19
-35,10
-23,4
-13,11
-37,23
-18,-12
28,-3
-13,7
31,-15
30,-43
41,-25
-22,-21
18,-47
10,1
38,35
49,-23
18,16
-11,45
22,27
-42,-13
-48,-9
-23,30
38,14
39,19
49,19
-21,40
44,7
-30,-36
-37,-18
-32,-49
-33,-33
-21,35
-15,18
-18,-43
47,-9
-6,-50
32,21
30,20
38,-28
42,37
41,-29
28,-12
-20,0
2,-7
32,-28
47,1
-11,-24
38,-24
-4,22
-17,-6
-37,-21
46,-3
3,-22
20,-9
0,12
-22,44
-15,8
-18,-33
10,-14
11,-8
9,8
-5,0
-14,35
-21,-16
8,12
-20,21
-6,-24
-31,47
5,-9
-12,7
5,-32
1,-8
27,-15
9,-13
-26,22
-18,-15
32,-21
-13,20
-35,16
-45,23
31,37
46,-25
-36,-35
-28,-29
-42,-38
-20,13
-20,32
-45,9
19,15
-1,43
-13,31
-22,-30
12,16
-8,27
-18,-3
0,-37
-15,-3
40,-49
-36,-38
24,-27
26,-46
36,9
-12,42
-32,-42
-41,-31
-49,-4
2,-20
-32,-35
-2,11
42,-18
10,45
48,-3
-8,38
-2,-42
3,24
33,-21
29,20
-10,-33
-36,9
-25,-27
-20,29
-29,33
11,42
48,-41
-45,40
43,15
35,41
-37,29
30,-37
38,35
38,-27
-36,-31
43,-43
38,9
16,-36
-16,-2
43,6
-19,4
-2,-21
-35,-45
-30,-42
